Society,Marla,Bedrooms,Bathrooms,Garage,Terrace,Kitchens,Drawing Rooms,Age (years),Condition (1-5),Price (PKR),Society_Encoded
Khayaban-e-Amin,5,4,4,1,1,3,1,1,4,11527165,28
Khayaban-e-Amin,3,3,3,0,1,1,0,4,2,7040844,28
Khayaban-e-Amin,5,3,2,0,0,1,1,24,4,9743459,28
Khayaban-e-Amin,15,6,5,2,1,3,1,1,3,31457223,28
Khayaban-e-Amin,5,4,3,0,1,1,1,26,5,10056386,28
Khayaban-e-Amin,20,6,6,1,2,3,2,14,3,39842287,28
Khayaban-e-Amin,5,2,1,1,1,1,1,14,1,9063601,28
Khayaban-e-Amin,10,4,4,1,0,1,1,12,5,19056682,28
Khayaban-e-Amin,15,7,6,3,2,3,2,5,2,27800410,28
Khayaban-e-Amin,10,3,3,1,2,3,1,27,1,18935954,28
Khayaban-e-Amin,5,4,3,1,1,1,1,28,3,10200902,28
Khayaban-e-Amin,10,4,4,1,1,2,1,27,4,20640931,28
Khayaban-e-Amin,5,2,2,0,1,1,1,16,3,9520302,28
Khayaban-e-Amin,5,4,4,0,1,2,1,20,3,11284607,28
Khayaban-e-Amin,20,7,6,3,1,3,2,2,5,39859140,28
Khayaban-e-Amin,15,5,5,2,1,3,2,6,4,29652207,28
Khayaban-e-Amin,7,5,4,1,0,1,1,7,3,14617246,28
Khayaban-e-Amin,15,5,4,3,1,3,1,21,1,29559529,28
Khayaban-e-Amin,20,7,6,3,1,3,2,25,1,40900529,28
Khayaban-e-Amin,5,3,2,0,0,1,1,4,1,8717030,28
Khayaban-e-Amin,5,3,3,1,0,1,1,11,5,9835425,28
Khayaban-e-Amin,10,3,2,1,1,2,1,9,2,17643025,28
Khayaban-e-Amin,5,3,3,0,1,1,1,17,5,10553394,28
Khayaban-e-Amin,20,7,6,1,1,2,3,11,3,40179560,28
Khayaban-e-Amin,7,5,4,1,1,2,1,7,5,15411874,28
Khayaban-e-Amin,7,4,4,2,0,3,1,16,5,15212091,28
Khayaban-e-Amin,10,3,3,2,1,2,1,5,5,18158520,28
Khayaban-e-Amin,5,4,3,1,1,2,1,14,1,11752289,28
Khayaban-e-Amin,10,4,4,1,1,2,1,21,4,21059433,28
Khayaban-e-Amin,10,3,2,1,1,1,1,19,2,17390143,28
Khayaban-e-Amin,10,6,6,2,0,3,1,17,3,22080655,28
NFC Society,7,5,5,1,1,2,1,13,2,18983455,33
NFC Society,3,3,3,0,0,2,0,14,2,8650252,33
NFC Society,10,3,2,1,0,2,1,2,5,26296791,33
NFC Society,15,7,6,2,1,3,2,22,2,42135323,33
NFC Society,20,6,5,2,2,2,2,5,5,52527288,33
NFC Society,5,3,2,1,0,1,1,5,4,13068374,33
NFC Society,3,2,2,0,0,1,0,3,1,7763920,33
NFC Society,10,3,2,1,1,3,1,18,5,24647759,33
NFC Society,10,6,5,1,1,2,1,6,1,24371152,33
NFC Society,15,4,4,2,2,3,2,17,2,35314238,33
NFC Society,20,6,6,2,2,3,2,20,5,48915090,33
NFC Society,10,5,4,1,1,2,1,5,5,24398272,33
NFC Society,10,3,3,1,2,1,1,12,3,24575308,33
NFC Society,5,3,3,1,1,1,1,4,2,14681110,33
NFC Society,15,7,7,2,1,3,2,12,2,35824576,33
NFC Society,5,2,2,1,0,1,1,14,4,12764390,33
NFC Society,7,4,3,1,0,3,1,11,1,20056427,33
NFC Society,5,3,2,1,1,1,1,22,4,12626775,33
NFC Society,5,4,3,0,1,2,1,13,2,14705427,33
NFC Society,7,4,3,1,2,3,1,14,3,19002597,33
NFC Society,5,2,2,1,0,2,1,29,1,13298041,33
NFC Society,10,3,3,1,1,2,1,14,3,23012113,33
NFC Society,10,4,3,2,2,2,1,18,3,26317474,33
NFC Society,10,3,3,1,1,2,1,26,3,26596060,33
NFC Society,5,3,2,1,0,1,1,19,4,13493648,33
NFC Society,5,3,2,1,1,1,1,16,2,12773773,33
NFC Society,3,3,2,0,0,1,0,9,2,7291922,33
NFC Society,20,7,7,1,1,3,1,20,5,46227702,33
NFC Society,15,5,4,3,1,2,2,24,2,40179759,33
NFC Society,15,4,3,3,2,3,2,25,3,40758886,33
NFC Society,5,4,3,1,1,1,1,21,5,13928284,33
NFC Society,20,6,5,2,1,3,1,16,1,52527930,33
NFC Society,10,6,5,1,1,3,1,26,5,24066582,33
NFC Society,5,2,1,0,1,1,1,24,4,11735704,33
NFC Society,5,2,1,0,1,1,1,12,4,11350780,33
NFC Society,5,2,2,0,0,1,1,9,4,12465156,33
NFC Society,7,3,2,1,0,3,1,13,2,16874858,33
NFC Society,7,5,4,1,1,1,1,8,5,20478938,33
NFC Society,5,2,1,1,0,1,1,3,3,12306423,33
NFC Society,20,6,5,1,1,3,3,19,2,43891135,33
NFC Society,7,5,4,1,1,2,1,2,1,18665553,33
NFC Society,20,7,6,3,1,3,2,2,4,53960024,33
NFC Society,5,3,2,1,1,1,1,9,1,13583344,33
NFC Society,10,6,5,1,2,2,1,13,3,29084553,33
NFC Society,5,2,1,1,1,1,1,13,4,13296077,33
NFC Society,3,3,2,0,0,1,0,22,2,7219255,33
NFC Society,7,5,5,1,1,2,1,15,5,19303917,33
NFC Society,10,3,2,1,1,3,1,29,5,26902667,33
NFC Society,5,2,1,0,1,1,1,25,5,12176079,33
NFC Society,20,5,4,1,1,3,1,20,1,46792091,33
NFC Society,5,2,1,1,1,1,1,17,3,12679210,33
NFC Society,7,3,3,1,2,2,1,27,2,20032735,33
NFC Society,10,4,3,1,1,3,1,6,4,24066637,33
NFC Society,15,5,5,2,2,3,1,28,4,39501701,33
NFC Society,7,4,3,2,2,2,1,12,5,21914514,33
NFC Society,5,2,2,1,0,2,1,21,5,13840082,33
NFC Society,10,4,4,1,2,2,1,12,5,23630910,33
Green Town,7,5,4,1,1,1,1,3,1,15001155,22
Green Town,10,5,5,2,0,2,1,1,1,22002481,22
Green Town,5,3,3,1,1,1,1,20,2,11584761,22
Green Town,3,2,2,0,0,1,0,12,3,6901117,22
Green Town,3,2,2,0,0,1,0,26,4,6581094,22
Green Town,20,4,3,2,2,3,2,16,2,37045278,22
Green Town,7,4,3,1,1,1,1,15,3,14236839,22
Green Town,5,2,2,1,0,2,1,9,5,11338737,22
Green Town,10,3,3,2,1,1,1,23,5,21719898,22
Green Town,10,3,2,1,1,1,1,16,2,22014488,22
Green Town,5,3,2,1,0,1,1,14,3,10638333,22
Green Town,5,4,3,1,0,3,1,19,2,10950053,22
Green Town,10,3,3,1,0,2,1,0,2,19456753,22
Green Town,7,4,3,1,2,3,1,25,3,14961559,22
Green Town,5,3,2,1,0,1,1,18,2,11492049,22
Green Town,10,3,2,1,2,1,1,27,3,19616113,22
Green Town,10,4,3,1,2,1,1,1,2,22709409,22
Green Town,3,3,2,1,0,1,0,3,2,7628040,22
Green Town,20,4,4,1,1,3,2,21,5,37154240,22
Green Town,10,5,5,2,1,3,1,10,2,21163925,22
Green Town,5,4,3,1,0,1,1,7,3,10956525,22
Green Town,5,4,3,1,0,1,1,9,4,12871596,22
Green Town,7,4,3,2,0,2,1,25,3,15154514,22
Green Town,7,3,2,2,1,1,1,24,2,15137129,22
Green Town,10,3,2,2,0,2,1,18,1,19459165,22
Green Town,7,5,4,1,0,1,1,28,1,14918221,22
Green Town,15,5,5,2,2,3,2,28,4,32217023,22
Green Town,20,6,5,2,1,3,2,0,2,37888846,22
Green Town,5,4,4,1,1,1,1,9,1,12400888,22
Green Town,20,5,4,2,1,3,1,21,5,38847534,22
Green Town,7,3,3,1,1,3,1,15,5,17042236,22
Green Town,5,3,3,1,0,1,1,7,4,11609186,22
Green Town,7,5,4,1,1,2,1,13,2,15326842,22
Green Town,15,7,7,1,2,3,1,17,3,30926748,22
Green Town,5,2,2,1,0,2,1,12,5,11687252,22
Green Town,3,3,3,0,0,1,0,8,2,7365794,22
Green Town,5,2,2,0,1,1,1,4,1,9641033,22
Green Town,5,3,2,1,0,1,1,12,4,12029998,22
Green Town,10,6,6,2,1,3,1,5,1,24951848,22
Green Town,10,3,2,2,1,1,1,9,4,23153500,22
Green Town,10,6,5,1,1,2,1,1,1,23770066,22
Green Town,5,2,1,0,0,1,1,0,1,9458199,22
Green Town,3,2,2,0,0,1,0,18,5,7064384,22
Green Town,5,3,3,1,1,1,1,9,5,10998260,22
Green Town,5,3,3,1,0,1,1,12,5,11296024,22
Green Town,5,2,2,1,0,1,1,8,5,10765930,22
Green Town,10,5,5,2,1,3,1,6,5,24236086,22
Green Town,7,4,4,1,0,3,1,6,3,14804166,22
Green Town,7,5,4,1,0,3,1,0,3,14696242,22
Green Town,3,2,1,0,0,1,0,1,4,6899023,22
Green Town,5,3,3,1,0,1,1,9,1,10104114,22
Green Town,3,3,2,0,1,2,0,15,3,7335319,22
Green Town,3,3,3,1,0,1,0,18,3,8015264,22
Sabzazar,5,4,4,1,1,1,1,16,4,13987637,40
Sabzazar,15,6,5,2,1,2,1,3,2,35200134,40
Sabzazar,10,4,4,1,1,2,1,17,4,25483875,40
Sabzazar,10,3,3,1,1,2,1,7,3,25098851,40
Sabzazar,20,7,7,3,2,3,2,3,3,50125462,40
Sabzazar,5,4,3,1,0,1,1,27,2,13488790,40
Sabzazar,5,2,1,1,0,1,1,17,2,11386993,40
Sabzazar,15,5,5,3,1,3,2,15,1,37794208,40
Sabzazar,5,2,2,1,1,1,1,8,3,12015873,40
Sabzazar,5,2,2,0,1,2,1,24,5,12346805,40
Sabzazar,5,4,4,1,0,3,1,19,3,12813579,40
Sabzazar,10,5,5,1,1,3,1,26,4,23046953,40
Sabzazar,7,4,3,1,2,2,1,1,4,18764240,40
Sabzazar,5,2,1,1,0,1,1,26,4,12254561,40
Sabzazar,20,6,6,1,1,3,2,26,2,48391689,40
Sabzazar,5,2,1,1,0,1,1,12,5,12273001,40
Sabzazar,5,2,2,1,1,1,1,17,5,13549348,40
Sabzazar,7,3,2,2,1,3,1,21,1,15884871,40
Sabzazar,15,7,6,3,2,3,2,23,4,40238782,40
Sabzazar,5,4,3,0,1,3,1,3,4,13203041,40
Sabzazar,10,5,4,1,1,1,1,14,3,22909091,40
Sabzazar,5,3,2,0,1,1,1,13,4,11129273,40
Sabzazar,15,4,4,2,1,3,1,28,2,31786046,40
Sabzazar,3,2,2,0,0,1,0,9,2,6961707,40
Sabzazar,7,4,4,1,1,1,1,13,1,15589427,40
Sabzazar,5,3,2,0,1,1,1,8,3,11519977,40
Sabzazar,20,7,6,3,1,2,1,23,5,45595934,40
Sabzazar,7,5,5,1,1,2,1,13,2,17664711,40
Sabzazar,7,4,4,1,1,2,1,19,3,17997746,40
Sabzazar,10,5,4,1,0,2,1,14,1,23059564,40
Sabzazar,20,6,5,3,1,2,1,7,3,48067804,40
Sabzazar,5,3,2,1,1,2,1,12,4,13920933,40
Sabzazar,20,6,6,3,1,3,3,13,3,43931791,40
Sabzazar,5,3,3,1,0,1,1,29,2,12341272,40
Sabzazar,10,5,5,1,2,2,1,9,4,24139605,40
Sabzazar,15,7,6,2,1,3,1,0,3,33459338,40
Sabzazar,10,4,3,2,0,2,1,14,5,24880891,40
Sabzazar,20,5,5,2,1,3,1,4,4,42109507,40
Sabzazar,10,6,5,2,1,3,1,10,2,24084102,40
Sabzazar,5,4,4,1,1,2,1,23,2,12528206,40
Sabzazar,5,2,2,1,0,1,1,20,3,10660576,40
Sabzazar,15,4,3,3,1,3,2,17,4,35394895,40
Sabzazar,20,5,4,3,1,3,1,8,2,48531535,40
Sabzazar,5,4,3,0,1,2,1,1,3,11923486,40
Sabzazar,10,4,3,1,1,1,1,17,4,21854094,40
Sabzazar,20,7,7,2,1,3,1,27,4,44595435,40
Sabzazar,5,2,2,1,0,1,1,15,3,12571759,40
Sabzazar,7,3,3,1,1,1,1,17,3,17373337,40
Sabzazar,15,7,7,1,2,3,1,22,3,38678095,40
Sabzazar,3,2,2,1,0,1,0,1,4,7719722,40
Sabzazar,5,4,4,0,1,2,1,7,5,13059105,40
Sabzazar,3,2,1,0,0,2,0,14,5,7340345,40
Sabzazar,15,6,6,1,1,3,1,7,3,34538300,40
Samanabad,7,5,5,2,1,3,1,11,1,18046916,41
Samanabad,5,3,2,1,1,1,1,24,4,13616277,41
Samanabad,10,5,5,1,2,2,1,8,4,24396521,41
Samanabad,7,3,3,1,1,2,1,24,3,19435897,41
Samanabad,5,3,3,0,1,2,1,16,3,13289706,41
Samanabad,10,3,2,1,2,2,1,15,3,24311981,41
Samanabad,10,3,2,1,2,2,1,4,4,27086079,41
Samanabad,10,4,4,2,0,2,1,8,2,24053523,41
Samanabad,10,3,2,1,2,2,1,4,3,27561757,41
Samanabad,5,3,3,1,0,1,1,7,2,13443349,41
Samanabad,15,6,6,2,2,2,2,7,1,41851797,41
Samanabad,10,3,3,1,1,2,1,0,4,27467439,41
Samanabad,3,3,2,0,1,1,0,5,3,8698676,41
Samanabad,3,2,2,0,0,1,0,8,3,7173617,41
Samanabad,10,3,3,1,1,2,1,18,5,23858389,41
Samanabad,5,3,3,1,0,1,1,7,1,12194497,41
Samanabad,3,3,2,0,0,1,0,2,4,8832776,41
Samanabad,7,4,3,2,0,2,1,2,3,19470822,41
Samanabad,5,2,1,0,1,1,1,24,4,13499672,41
Samanabad,15,6,5,2,2,3,1,22,3,34631249,41
Samanabad,20,5,4,3,1,2,2,25,5,49448393,41
Samanabad,5,3,3,1,1,1,1,24,3,14616618,41
Samanabad,5,2,1,1,1,1,1,9,2,12066989,41
Samanabad,3,2,1,0,0,1,0,2,4,7008536,41
Samanabad,5,4,4,0,1,1,1,23,5,13774002,41
Samanabad,5,3,3,1,1,1,1,16,2,14521334,41
Samanabad,5,2,2,1,1,1,1,17,3,12724080,41
Samanabad,10,4,3,1,0,2,1,14,5,22540445,41
Samanabad,15,7,6,2,1,3,2,7,1,41040397,41
Samanabad,20,5,4,1,1,2,2,29,1,43129348,41
Samanabad,15,4,3,2,1,3,2,11,5,41149791,41
Samanabad,10,6,5,1,1,3,1,11,2,27833299,41
Samanabad,5,2,1,0,1,1,1,20,4,12349436,41
Samanabad,7,4,3,1,1,2,1,9,5,18803798,41
Samanabad,5,2,2,0,1,1,1,14,4,13130565,41
Samanabad,10,4,4,1,1,3,1,21,1,25362992,41
Samanabad,5,2,1,1,0,1,1,15,4,13721187,41
Samanabad,10,4,3,1,1,2,1,29,3,22759932,41
Samanabad,20,7,7,3,1,3,1,3,2,53861556,41
Samanabad,15,6,5,3,1,3,2,20,2,40171061,41
Samanabad,15,5,5,3,1,2,1,4,4,34907448,41
Samanabad,10,5,5,2,2,1,1,24,5,24570545,41
Samanabad,5,4,3,1,0,2,1,6,4,13958755,41
Samanabad,20,4,3,2,1,2,2,29,3,43937858,41
Samanabad,10,6,5,1,1,3,1,14,1,26562529,41
Samanabad,20,6,5,2,1,3,3,24,2,53794387,41
Samanabad,5,4,3,1,0,2,1,18,4,13169744,41
Samanabad,7,3,3,2,1,2,1,13,3,20419661,41
Samanabad,10,4,3,1,1,3,1,26,5,26449621,41
Samanabad,5,3,2,1,1,2,1,3,2,14735294,41
Samanabad,15,6,6,2,2,3,1,2,4,35392842,41
Ichhra,5,3,3,1,1,1,1,24,5,18129784,24
Ichhra,15,7,6,2,2,3,2,24,3,48886201,24
Ichhra,10,5,5,1,1,1,1,18,1,30355242,24
Ichhra,7,4,4,1,1,1,1,19,3,23124319,24
Ichhra,10,4,4,1,2,2,1,0,1,33256653,24
Ichhra,7,5,4,1,2,1,1,11,3,21731074,24
Ichhra,5,4,3,0,0,3,1,9,1,14511999,24
Ichhra,7,4,4,1,1,2,1,17,2,22921705,24
Ichhra,10,6,6,1,1,2,1,11,1,31747587,24
Ichhra,10,4,3,2,1,3,1,18,4,33901886,24
Ichhra,3,2,2,0,1,1,0,3,3,10745642,24
Ichhra,5,2,1,0,1,1,1,26,2,13907598,24
Ichhra,5,2,2,0,1,1,1,5,1,14104592,24
Ichhra,7,5,4,1,2,2,1,18,1,24513645,24
Ichhra,10,4,3,1,1,3,1,14,2,31206595,24
Ichhra,5,4,4,0,0,1,1,17,4,16006945,24
Ichhra,3,2,2,0,0,2,0,3,2,8742044,24
Ichhra,7,5,5,2,1,3,1,29,5,25724838,24
Ichhra,10,5,4,2,1,2,1,18,3,32393860,24
Ichhra,7,4,4,1,1,1,1,14,2,24430961,24
Ichhra,15,6,6,2,1,3,2,19,4,49192037,24
Ichhra,7,5,4,2,0,3,1,6,4,25086446,24
Ichhra,5,3,3,1,0,1,1,20,3,14822010,24
Ichhra,10,6,5,1,1,3,1,8,4,33617601,24
Ichhra,7,3,3,1,0,1,1,21,3,20573747,24
Ichhra,20,5,5,2,1,2,1,28,3,60458973,24
Ichhra,5,3,2,1,0,1,1,29,1,15182287,24
Ichhra,10,5,5,1,1,2,1,18,5,30705652,24
Ichhra,15,5,5,2,2,3,2,6,3,52484528,24
Ichhra,15,4,4,2,2,3,2,19,2,48125019,24
Ichhra,10,4,4,2,1,1,1,6,5,35989819,24
Ichhra,15,4,4,2,2,3,1,24,3,51572111,24
Ichhra,3,3,2,0,0,1,0,1,5,9655383,24
Ichhra,5,2,1,1,0,1,1,2,5,15996137,24
Ichhra,3,2,2,0,0,1,0,27,2,8078729,24
Ichhra,10,3,3,2,1,3,1,15,2,34572049,24
Ichhra,3,2,2,0,0,1,0,6,3,10371434,24
Ichhra,5,2,2,0,0,2,1,1,4,14689915,24
Ichhra,7,5,4,2,1,2,1,21,5,23568581,24
Ichhra,5,2,2,1,1,1,1,12,4,17731663,24
Ichhra,7,3,3,1,1,3,1,0,3,21613019,24
Ichhra,10,3,2,2,1,1,1,14,2,30539478,24
Ichhra,7,4,4,1,1,3,1,0,2,24824699,24
Ichhra,15,5,4,2,1,3,1,23,1,46092143,24
Ichhra,15,6,6,2,1,3,1,11,3,51443532,24
Ichhra,10,4,4,1,2,3,1,28,4,31721118,24
Ichhra,5,4,3,0,0,2,1,12,3,16593995,24
Ichhra,20,7,7,1,1,2,2,3,3,67735807,24
Ichhra,15,7,7,2,2,3,1,0,5,46170312,24
Ichhra,5,2,1,1,0,1,1,26,2,16395253,24
Ichhra,10,6,5,1,2,3,1,25,4,30156342,24
Ichhra,15,4,4,2,2,2,2,28,2,46931664,24
Ichhra,5,2,2,1,0,2,1,5,4,17028649,24
Ichhra,10,3,2,1,1,2,1,17,3,29299612,24
Ichhra,10,3,2,1,1,2,1,9,5,33721493,24
Ichhra,10,6,5,1,1,3,1,8,4,32735548,24
Ichhra,15,7,7,2,1,3,1,8,1,52687972,24
Ichhra,5,4,3,1,0,1,1,15,4,17375907,24
Muhafiz Town,7,3,3,1,2,1,1,25,2,14557221,31
Muhafiz Town,5,4,3,0,1,2,1,23,2,10921088,31
Muhafiz Town,5,4,3,1,1,2,1,6,3,10341436,31
Muhafiz Town,5,4,4,0,0,1,1,3,2,11181597,31
Muhafiz Town,5,3,3,1,1,1,1,0,1,10302576,31
Muhafiz Town,5,4,3,1,1,2,1,28,5,11090477,31
Muhafiz Town,5,3,2,0,1,2,1,10,2,10575537,31
Muhafiz Town,5,2,1,0,0,1,1,4,5,9709684,31
Muhafiz Town,5,4,3,1,1,2,1,20,5,11244433,31
Muhafiz Town,5,4,3,1,1,2,1,17,2,11731357,31
Muhafiz Town,10,3,2,1,0,3,1,14,5,20042294,31
Muhafiz Town,20,7,6,2,1,3,2,14,4,39527382,31
Muhafiz Town,7,4,4,1,1,1,1,24,3,13823588,31
Muhafiz Town,20,6,6,2,2,2,2,4,1,36977144,31
Muhafiz Town,7,4,4,2,1,2,1,16,3,16149835,31
Muhafiz Town,20,6,6,2,1,3,3,21,5,37714736,31
Muhafiz Town,3,2,2,0,0,1,0,19,3,5783681,31
Muhafiz Town,5,2,2,1,1,1,1,24,5,10672505,31
Muhafiz Town,20,7,6,1,1,3,2,21,4,33951069,31
Muhafiz Town,5,4,3,1,0,3,1,27,2,9616001,31
Muhafiz Town,7,3,2,2,1,1,1,3,4,14169025,31
Muhafiz Town,7,4,3,1,2,2,1,1,5,15732809,31
Muhafiz Town,7,3,2,1,1,2,1,2,3,14030827,31
Muhafiz Town,15,6,6,2,1,2,2,21,5,28213327,31
Muhafiz Town,20,6,6,2,2,3,2,7,3,40199127,31
Muhafiz Town,7,4,4,1,1,2,1,7,5,13544598,31
Muhafiz Town,10,4,4,1,1,2,1,29,3,20007847,31
Muhafiz Town,3,2,2,0,0,1,0,0,3,6365580,31
Muhafiz Town,7,4,3,2,1,1,1,24,5,14761029,31
Muhafiz Town,7,4,4,1,2,3,1,2,4,16370450,31
Muhafiz Town,10,3,2,1,1,2,1,29,4,18524274,31
Muhafiz Town,5,2,1,1,0,1,1,21,4,8931048,31
Muhafiz Town,10,6,5,1,1,3,1,29,5,18411420,31
Muhafiz Town,5,4,4,1,1,2,1,19,1,11591086,31
Muhafiz Town,5,2,2,1,1,1,1,23,5,9189437,31
Muhafiz Town,5,2,2,1,1,1,1,27,3,9117516,31
Muhafiz Town,7,4,3,1,0,2,1,17,4,14898041,31
Muhafiz Town,5,4,4,0,0,2,1,15,4,11544166,31
Muhafiz Town,3,3,3,0,0,2,0,29,1,6047681,31
Muhafiz Town,10,6,6,2,1,3,1,18,4,20421360,31
Muhafiz Town,7,5,5,1,1,1,1,5,3,14336253,31
Tajpura,15,7,7,3,2,3,1,25,4,28789729,45
Tajpura,7,3,3,1,1,2,1,21,5,13316383,45
Tajpura,7,3,3,1,1,1,1,23,1,12936211,45
Tajpura,7,5,5,1,1,2,1,5,3,12969725,45
Tajpura,10,4,3,1,2,3,1,12,4,16968303,45
Tajpura,5,3,2,0,1,1,1,0,5,10170399,45
Tajpura,10,6,6,1,0,3,1,0,3,20510734,45
Tajpura,10,3,3,1,1,2,1,0,2,18724915,45
Tajpura,3,3,3,0,0,2,0,9,3,6772623,45
Tajpura,7,5,5,2,1,1,1,26,1,14058383,45
Tajpura,15,6,6,2,1,2,1,2,3,27706274,45
Tajpura,5,2,2,1,1,1,1,3,3,9690096,45
Tajpura,3,2,1,0,0,2,0,2,2,5492467,45
Tajpura,3,2,2,0,0,1,0,23,2,5598964,45
Tajpura,10,3,3,1,1,3,1,22,5,18305537,45
Tajpura,3,2,1,0,0,2,0,17,1,5192393,45
Tajpura,10,4,3,1,0,3,1,29,2,17809701,45
Tajpura,5,4,3,1,1,2,1,2,2,10320686,45
Tajpura,10,5,5,1,1,3,1,6,3,20806878,45
Tajpura,7,5,4,2,1,1,1,1,4,14389660,45
Tajpura,10,5,4,1,1,3,1,13,2,17526255,45
Tajpura,15,4,4,3,1,3,1,9,3,26874484,45
Tajpura,10,6,6,1,1,3,1,6,1,18679972,45
Tajpura,5,3,2,1,0,1,1,12,5,9499323,45
Tajpura,5,3,3,1,0,1,1,16,1,8739497,45
Tajpura,10,3,3,1,0,2,1,4,1,18580139,45
Tajpura,20,5,5,2,2,2,1,20,5,34056947,45
Tajpura,7,3,2,1,1,1,1,18,5,12568754,45
Tajpura,15,4,3,2,2,3,2,6,2,27774586,45
Tajpura,5,2,2,1,1,1,1,12,4,10107425,45
Tajpura,7,3,3,1,1,1,1,17,1,12928521,45
Tajpura,20,5,4,2,1,2,3,23,5,32402024,45
Tajpura,7,4,3,1,1,1,1,26,4,12951950,45
Tajpura,10,3,3,1,0,1,1,10,4,18575496,45
Tajpura,3,2,1,0,1,1,0,3,2,5533594,45
Tajpura,15,5,5,3,2,3,2,19,5,28104357,45
Tajpura,7,5,4,1,1,3,1,19,2,15300533,45
Tajpura,20,5,5,3,2,3,2,14,5,37593484,45
Tajpura,5,2,2,0,0,1,1,20,5,9295872,45
Tajpura,10,4,3,2,0,1,1,25,3,16504776,45
Tajpura,7,3,2,2,1,1,1,29,3,12357238,45
Tajpura,3,3,2,0,0,1,0,1,1,6144748,45
Tajpura,10,4,4,1,0,1,1,25,2,18723446,45
Tajpura,20,6,6,2,2,2,1,24,1,33534645,45
Tajpura,10,4,3,2,1,2,1,19,4,19902546,45
Tajpura,5,2,2,1,1,2,1,3,1,10576750,45
Tajpura,15,7,7,2,1,3,2,1,5,28589260,45
Tajpura,5,3,3,0,0,2,1,18,1,8750643,45
Tajpura,10,3,2,2,1,1,1,3,3,16888739,45
Tajpura,10,5,4,1,2,2,1,1,1,20376683,45
Pak Arab Society,20,5,4,2,2,3,1,11,2,31555125,36
Pak Arab Society,5,4,3,1,1,2,1,6,2,9403180,36
Pak Arab Society,10,3,2,1,1,3,1,23,1,15428633,36
Pak Arab Society,10,3,2,1,1,3,1,24,1,17475389,36
Pak Arab Society,3,3,3,0,0,1,0,7,5,5910173,36
Pak Arab Society,10,4,4,2,1,1,1,9,3,18188863,36
Pak Arab Society,15,7,7,3,1,2,2,8,3,28938504,36
Pak Arab Society,15,4,3,1,1,2,1,23,5,22964139,36
Pak Arab Society,15,6,5,2,1,3,2,2,3,26546091,36
Pak Arab Society,5,4,3,0,1,1,1,25,2,8543271,36
Pak Arab Society,7,4,4,1,0,2,1,29,3,12123952,36
Pak Arab Society,3,3,3,0,0,1,0,18,1,5223671,36
Pak Arab Society,10,6,5,1,1,3,1,3,4,19806407,36
Pak Arab Society,7,3,3,2,0,1,1,8,1,12008183,36
Pak Arab Society,7,5,4,2,1,2,1,13,4,14257506,36
Pak Arab Society,15,6,6,2,2,3,1,1,3,26468691,36
Pak Arab Society,5,2,1,1,0,1,1,17,1,7803198,36
Pak Arab Society,5,2,1,1,1,2,1,22,4,8538337,36
Pak Arab Society,15,7,6,3,2,2,2,4,4,27290802,36
Pak Arab Society,3,3,3,0,0,1,0,19,4,5608090,36
Pak Arab Society,10,6,5,1,1,3,1,24,2,16156598,36
Pak Arab Society,5,3,3,1,1,1,1,8,1,9844077,36
Pak Arab Society,10,3,2,1,1,1,1,20,5,17480638,36
Pak Arab Society,20,4,3,2,2,3,1,11,1,32041171,36
Pak Arab Society,10,4,3,1,1,2,1,8,4,16943556,36
Pak Arab Society,3,3,2,0,0,1,0,10,1,5771451,36
Pak Arab Society,10,3,2,2,1,1,1,27,2,17139914,36
Pak Arab Society,7,4,3,1,1,1,1,19,5,11885174,36
Pak Arab Society,5,2,1,1,1,1,1,13,5,9069165,36
Pak Arab Society,7,5,5,1,2,2,1,1,2,13728426,36
Pak Arab Society,5,4,4,0,0,3,1,10,5,9415910,36
Pak Arab Society,10,5,4,1,1,2,1,20,1,16416355,36
Pak Arab Society,5,4,4,1,1,2,1,22,5,10061095,36
Pak Arab Society,10,6,6,1,1,3,1,13,4,19310527,36
Pak Arab Society,20,5,5,2,1,3,2,1,4,30148872,36
Pak Arab Society,3,2,1,0,0,1,0,8,2,4945511,36
Pak Arab Society,5,2,2,1,1,1,1,29,3,9596315,36
Pak Arab Society,10,3,2,1,1,3,1,17,5,17316486,36
Pak Arab Society,10,3,3,2,1,1,1,28,2,16002365,36
Pak Arab Society,7,3,3,2,1,2,1,27,4,13859584,36
Revenue Society,10,3,2,1,1,1,1,18,4,18341624,39
Revenue Society,5,2,1,1,1,1,1,27,4,9859671,39
Revenue Society,3,3,3,0,0,2,0,3,1,6079733,39
Revenue Society,7,3,3,1,1,2,1,18,5,13008287,39
Revenue Society,3,2,2,0,0,1,0,13,3,5281117,39
Revenue Society,20,7,7,2,1,2,1,17,1,38421800,39
Revenue Society,15,5,4,1,2,3,2,19,3,27605880,39
Revenue Society,10,3,3,1,2,3,1,24,2,20340622,39
Revenue Society,3,3,3,0,0,1,0,6,5,7127670,39
Revenue Society,5,2,1,1,0,1,1,1,4,10077442,39
Revenue Society,5,4,3,1,1,2,1,23,1,10726197,39
Revenue Society,10,6,6,2,1,3,1,2,1,22728710,39
Revenue Society,5,4,4,1,0,2,1,20,4,11688532,39
Revenue Society,3,3,2,0,1,2,0,9,2,6796206,39
Revenue Society,10,5,5,2,1,2,1,8,4,21242708,39
